month,day,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
,9,,1074641.485,1027086.917,994065.218,1100735.462,916580.112,773745.148,736734.202,1084733.424,941927.011,1091050.435,1106714.443,873143.014,799565.756,780988.611,822961.742,744654.091,742635.216,932691.962,869887.018,854354.661,666558.301,695583.062,893712.497,793739.043,705290.789,864358.04,811292.458,756682.313,705128.159,743938.854,744471.166,737243,748864.786,674692.295,723719.566,653243.373,655275.374,612739.654,687293.571
,10,,1068130.19,1023423.692,994270.623,1078072.612,935619.212,781445.901,737309.167,1079538.38,913944.068,1091415.297,1070649.048,864791.705,808432.875,793683.365,811340.677,734240.559,737132.234,930880.139,878688.488,871281.584,679952.562,694210.501,892318.027,796052.9,703302.984,874920.079,809742.623,749756.757,697572.21,735709.59,742341.099,734831.333,741704.815,663282.244,717316.461,650305.233,657333.652,608975.775,694136.65
,11,,1052505.276,995881.153,992962.347,1049981.807,961753.464,782498.638,750449.533,1083571.172,914504.794,1096186.951,1030617.181,869607.386,812566.395,807538.235,807466.331,732427.406,730585.921,919725.277,900439.886,890593.063,689529.656,693258.069,887821.796,805115.238,710460.36,872890.823,809251.373,731157.878,691144.304,719772.741,737483.018,733561.403,731958.053,659828.052,716314.181,652931.439,655008.632,604172.983,700572.798
,12,,1038061.625,971729.75,957599.584,1015266.397,999699.247,788473.159,755355.278,1066186.002,910151.989,1096974.217,1006697.589,881277.922,814659.005,815704.73,816000.516,737114.909,733405.885,903106.594,916182.281,903360.273,687756.913,696156.567,879478.565,811958.707,717870.051,865529.396,810727.115,721957.875,685371.337,702832.256,732217.43,730603.41,718395.426,670625.631,717901.344,657921.993,657189.314,599074.743,698426.783
,13,,1018095.906,943072.229,940777.745,987959.264,1024644.113,798634.805,789934.995,1050281.978,913833.063,1093380.309,984453.236,893934.368,818167.389,822465.714,829038.53,735445.341,738593.637,880470.508,935501.548,901119.388,687951.32,701739.344,878823.645,817568.212,725208.786,850712.959,808935.112,717979.631,681969.024,689073.232,734353.153,728625.654,717550.512,677752.41,724758.174,668744.782,659300.489,592676.301,697634.651
,14,,999709.957,913276.632,923688.856,963572.597,1050723.097,800868.217,817912.347,1032206.959,918410.73,1091397.379,979822.684,920235.256,828101.465,834459.543,830187.743,735478.342,738132.674,856775.758,969196.173,901470.545,685143.101,706609.662,882057.344,823191.734,733532.877,832618.085,801281.434,715442.087,672691.397,674900.447,739082.535,734866.319,713897.645,683216.393,731614.001,679874.689,660108.262,589670.696,701297.619
,15,,985762.435,900037.94,888192.568,952002.566,1089235.938,802878.622,865070.302,1013736.292,949511.777,1085069.727,989218.409,931281.356,846068.229,848106.896,830956.281,746668.474,746797.336,827483.197,1000496.79,892520.685,675534.331,711245.317,892403.123,835438.035,747675.622,817701.594,797329.936,713626.295,669278.29,670459.021,740607.105,741729.339,709195.245,690898.566,743735.794,682580.708,655665.573,593842.038,701569.955
,16,,968015.929,879658.872,919473.093,931103.751,1073511.1,818315.531,909240.32,996916.044,966454.542,1072227.808,1002582.287,930115.437,875221.474,855872.67,824770.836,751664.399,759655.114,801037.973,1018828.499,884466.235,665345.158,707521.873,910226.724,844740.924,756201.327,812855.287,796126.223,715037.417,665979.246,675054.756,740073.722,752671.71,710640.683,689321.988,753158.076,683992.408,657070.701,604692.83,697112.031
,17,,985066.935,859890.541,935772.611,920059.503,1072471.244,827262.196,917478.449,979666.235,992764.525,1066713.108,1023872.735,920596.241,905571.438,860247.556,817956.618,751702.81,766140.78,789323.545,1035039.251,881497.754,669262.417,706521.584,925161.62,851310.515,759623.651,812346.972,793050.775,715655.566,671760.236,683967.358,746308.346,765793.973,713517.942,685833.563,757694.039,685298.766,658070.386,610218.897,700737.545
,18,,988518.168,846957.218,947489.701,913416.756,1057360.031,838752.789,946670.459,974214.554,1028549.182,1072659.809,1053485.146,904139.063,910026.755,859122.813,811572.356,758127.543,769835.897,782562.765,1048207.567,893343.038,672376.608,698951.166,938629.289,856166.954,766988.736,819232.514,790915.488,722164.417,674352.891,694151.765,749695.202,779742.85,710118.4,689223.221,756376.881,681094.649,668129.604,617521.338,706568.431
,19,,1024083.48,857491.315,976479.012,944046.061,1034599.515,855461.662,941618.991,963293.371,1039454.845,1077313.688,1074161.844,869996.473,901703.516,865042.853,804068.941,763681.476,776302.181,790621.147,1051010.451,890209.345,679009.989,694905.253,952045.015,863147.778,765907.327,826989.362,793091.262,724213.904,681825.578,706371.221,751405.984,787953.146,709856.511,692390.487,756163.748,673758.105,681987.335,625510.649,711073.564
,20,,1057191.524,849456.695,974325.855,951637.841,1076173.327,853331.758,932735.382,950586.919,1053325.332,1074350.446,1097932.037,853729.907,886453.501,877091.2,798454.276,757754.909,778281.529,803247.722,1057266.117,892174.039,681376.288,695476.788,953516.77,868564.683,772553.211,832733.598,787531.526,729297.509,688547.522,714419.323,757526.422,793339.103,718305.911,687304.508,745619.761,675065.881,690081.916,630011.461,716612.545
,21,,1056643.036,865186.25,970471.711,945418.638,1093229.279,855402.963,928528.027,944242.603,1051738.714,1074700.311,1116722.355,854074.338,859425.769,896483.457,792235.383,759305.711,781141.752,827392.309,1067551.413,893506.182,682690.672,702378.36,946391.544,877077.059,768203.208,835037.148,780915.036,736346.688,697882.808,720820.519,759924.647,792717.453,726687.493,686013.059,730924.426,674171.187,694072.016,633866.002,725856.949
,22,,1075380.081,887602.436,960006.182,969142.453,1049683.787,830000.779,925814.687,942563.338,1054915.825,1084164.386,1109309.677,857780.915,833421.146,921604.294,778598.747,760439.399,783603.247,850129.473,1067101.546,887151.189,677604.741,704707.738,945416.27,885904.792,764786.073,830175.866,777224.006,743892.511,699282.793,724611.64,755891.246,787297.499,736360.823,676230.58,716300.1,671548.974,702087.671,636784.774,734522.778
,23,,1066874.989,888442.999,954547.333,957389.866,1060956.877,814134.182,938298.717,932189.411,1033112.363,1077418.106,1086479.535,856093.335,824342.864,945302.43,769170.269,752578.198,782681.533,867611.7,1071373.709,874803.94,671591.832,706247.092,938509.521,895948.778,760681.27,821924.516,772149.126,742817.558,703657.511,727415.539,755699.812,782194.602,753976.407,669424.487,708146.461,672668.917,701003.235,641659.539,743921.809
,24,,1052705.431,893384.744,943203.377,933432.464,1015133.816,783922.637,941690.047,935488.525,1019035.46,1075701.262,1057851.534,853993.296,827252.293,964242.461,763817.229,736888.421,785613.327,883204.118,1073268.782,872979.518,662521.699,710872.468,928994.23,901747.616,770665.995,816650.475,767824.221,737634.305,708910.529,730959.15,753927.331,779551.515,775315.099,664621.881,699761.972,675165.844,695802.702,643824.259,754404.673
,25,,1051248.996,918769.558,929795.296,940642.119,943040.249,751347.98,945745.106,940645.78,989815.128,1076335.874,1013040.027,845528.768,839035.671,975980.187,761615.924,728535.589,790184.277,901692.877,1070868.662,866667.776,662879.073,709813.332,922591.602,896711.888,760346.008,810851.245,764171.124,731068.774,711677.388,736117.411,754989.908,775407.219,783112.839,663197.263,698426.452,676096.76,696549.474,642491.5,756727.173
,26,,1049100.464,929831.656,940157.801,944473.062,920245.155,750618.29,958561.001,948425.654,960439.953,1076703.178,975576.787,836142,842497.517,980015.537,764335.757,718532.847,783163.485,908698.169,1047217.71,860744.875,663972.081,708405.802,915355.981,882175.041,759704.176,807448.854,758134.35,724197.315,708240.693,740985.427,755280.173,774715.902,794843.958,665243.437,703068.393,675941.466,694544.388,634984.149,757185.001
,27,,1042396.613,961360.198,940699.139,964940.383,899071.331,736329.229,976533.177,953036.078,968407.122,1068786.805,958499.459,823643.354,841644.21,981440.614,767877.587,714929.56,784242.331,916125.513,1018621.162,857040.295,667955.707,706502.857,902885.801,867734.636,762313.387,808442.698,752477.321,716759.029,708234.062,745604.894,760990.564,774191.206,801979.722,670250.221,714239.005,670175.686,689658.88,630481.506,757012.288
,28,,1038662.517,996978.233,927650.09,980468.228,876666.343,748436.014,983166.378,962707.234,957857.963,1070217.928,947515.02,831062.556,848994.958,980618.965,770578.182,715934.785,791386.246,924919.817,978671.205,851036.141,672258.369,708764.698,894477.624,846763.636,763468.878,806402.252,752165.463,711639.788,709247.552,746015.921,761990.024,776987.579,798997.752,677838.996,724413.481,665546.194,686977.405,623167.866,760003.745
,29,,1000397.565,983026.222,931217.402,1001748.384,853255.668,760904.247,980281.36,973017.475,988046.813,1068110.717,950037.688,847108.962,861387.112,963604.728,778111.864,722253.865,795253.174,935351.962,940165.306,841100.963,675608.819,708790.377,885585.006,825060.892,758649.054,799075.019,748677.535,712245.425,714546.438,744503.041,766050.498,779982.505,794394.363,689822.859,733232.56,663817.082,687140.523,618036.382,758931.906
,30,,976428.285,989769.741,908977.957,1025091.86,848965.572,767410.864,993494.428,977833.369,1016382.987,1064224.014,972137.564,863022.323,873685.033,939595.787,780223.351,719987.208,797194.799,943706.286,900682.809,830739.75,681797.644,707700.973,884858.222,813123.888,760913.813,784883.227,748124.789,713935.996,723922.552,746856.74,764776.258,789458.769,801327.379,697293.59,739962.243,663578.766,687440.31,616929.247,763174.136
,31,,981309.637,966779.418,883025.53,1055495.897,836120.874,776536.84,970494.14,984757.352,1003854.002,1063636.853,983361.377,871831.17,898834.705,919217.59,773982.346,712245.953,805769.897,956345.101,881597.062,825913.579,683191.484,706455.639,889304.773,805963.229,770868.006,763884.796,749637.15,714342.088,732859.429,749068.429,766486.719,794523.907,795334.369,702397.26,747436.056,668878.659,686387.092,624513.732,774216.994
April,1,,957470,937960.486,881112.899,1080306.333,843416.62,787041.409,949502.444,989746.246,1013610.272,1062122.422,980238.465,887204.095,925472.995,902756.996,763550.059,701726.041,810294.136,971750.241,875004.269,818255.936,684276.936,709466.513,896262.757,797111.635,778092.997,740393.666,752323.212,715561.38,742000.719,750043.264,766812.204,794776.18,789871.056,708782.697,754073.034,684788.732,682886.189,634975.454,777306.596
,2,,938478.885,932217.914,870893.353,1092227.487,849196.747,794237.323,930764.231,993594.595,978320.013,1074016.684,968787.776,893801.281,938603.035,896513.44,746454.73,687137.606,810702.715,988075.895,874537.315,805705.238,689247.732,718825.498,900173.485,788284.446,779667.259,720442.475,751530.292,718436.479,746730.42,754561.808,762922.588,795637.191,782531.227,711609.511,758759.229,694817.843,681938.533,637797.854,781799.102
,3,,945784.498,920765.772,858580.048,1116186.884,869281.152,788926.767,908890.685,997508.869,943267.764,1085276.751,957806.786,899456.146,941197.888,909705.688,724641.982,673391.25,812779.373,998307.665,879196.233,797219.728,697285.489,724900.211,906065.149,780235.934,778588.085,706975.809,754192.287,721354.685,748583.62,758714.482,755693.895,792670.433,766086.535,714233.191,766566.619,702313.996,678700.662,639319.372,793707.581
,4,,926303.401,943170.993,855620.538,1117022.528,883729.038,793178.102,915106.362,1002530.726,930884.492,1096311.541,944495.158,910843.921,932085.068,929599.362,712063.234,667692.751,816386.035,1007673.204,894847.27,799481.759,704292.035,732241.681,906125.258,766675.017,792130.185,705065.593,759991.06,727902.278,750682.977,755561.454,748728.789,781267.803,752676.75,723537.972,775728.664,712459.208,672498.05,637874.803,793273.376
,5,,893918.932,954357.104,857084.781,1117381.807,889225.641,787408.865,910412.762,1005284.182,906928.723,1100814.039,936367.808,918599.344,916032.828,947631.218,707125.841,664472.435,815913.69,1015554.502,919188.458,795230.915,718434.192,731572.552,901954.243,763136.881,789609.915,706661.486,765968.195,736021.159,752369.359,754537.78,744553.644,768063.019,747263.702,730631.211,783070.105,723500.297,671084.936,633431.691,782151.601
,6,,892067.22,949943.325,846983.354,1135908.227,904834.405,777088.024,933709.887,1008064.257,920281.847,1103668.285,933191.907,931105.353,899638.508,957679.951,707200.313,657715.929,814473.689,1020891.721,952503.371,797639.154,727847.446,734674.109,899974.112,760495.16,784587.039,712806.171,763068.277,739504.84,753788.934,755076.404,738792.608,757417.232,742187.587,741072.091,785322.547,727362.803,668816.762,624446.654,777616.243
,7,,887852.502,964548.603,853265.696,1145827.443,894098.367,774162.944,953920.928,1022096.393,926553.023,1099481.151,935844.232,940402.366,883874.37,967209.245,715038.55,658681.077,811109.61,1030366.19,991307.805,805382.541,728542.066,732368.92,902223.14,764157.613,780240.882,719109.542,765247.527,740882.69,759985.497,761459.911,740842.251,738152.924,737315.574,752295.912,785228.318,727535.652,662002.415,627649.021,773784.159
,8,,924558.226,952755.803,862921.825,1121109.451,886422.57,772091.589,956586.205,1030475.881,939117.252,1097309.329,934508.51,943135.398,872080.951,965743.15,730061.274,660397.663,800848.919,1032535.653,1011986.807,815362.88,724410.141,732127.955,904628.976,770695,776317.93,728299.527,761730.715,740506.694,758749.496,767794.635,744299.258,720744.636,738325.106,762679.972,788227.198,722935.679,660478.656,633968.258,756337.254
,9,,943166.735,935142.986,867649.512,1122317.269,888290.947,776076.164,971110.449,1066243.016,955616.904,1100120.202,930222.607,943261.253,859926.517,960037.544,735751.804,665559.222,792125.494,1019884.009,991102.804,826672.497,716945.128,733396.218,910865.007,774658.954,757563.203,730096.106,752044.549,737173.104,756662.757,774854.064,746347.546,712465.942,733741.656,768755.893,793548.846,714918.881,663495.39,635087.937,756602.586
,10,,967934.246,922376.95,871467.634,1113277.572,882326.996,776179.051,980512.444,1093968.977,961433.546,1101631.908,932202.454,937357.455,843443.175,945385.034,740797.958,675336.876,787514.18,1009094.83,962881.96,843531.98,703497.741,750094.01,916325.849,770083.779,743876.517,727669.164,738234.321,732499.351,758277.516,777713.879,746373.775,701744.42,730111.154,771721.812,796035.444,708609.973,664779.979,639283.849,762398.914
,11,,1007719.472,913007.541,869823.315,1083435.824,918390.654,771573.909,980616.598,1106302.506,968656.271,1097553.408,930530.746,924594.217,825416.248,936397.031,745953.971,678818.066,785434.642,985082.157,924312.774,856202.044,692006.596,763047.314,932282.063,771084.114,729997.358,718013.765,727967.301,731273.073,760321.724,774951.113,744730.332,692638.578,729239.672,764866.533,803994.946,701670.452,671949.196,646881.275,769216.425
,12,,1016382.334,904993.451,871819.783,1059135.308,941272.835,773204.471,996559.033,1134373.426,955454.104,1085253.022,926936.866,909799.454,810440.367,913442.186,748269.438,681712.051,786029.004,955582.304,883592.354,869080.276,686723.293,770849.168,937133.016,770400.837,715013.225,711521.341,714539.316,725344.398,760072.017,762936.934,740643.233,688812.672,730692.781,753588.486,811587.042,697541.348,680089.911,650617.68,767287.939
,13,,1025588.663,892905.076,871343.879,1052866.228,904346.892,740923.234,1013880.17,1142417.541,951058.301,1073221.666,919857.621,902527.432,793790.105,891672.442,744437.557,677971.767,790691.22,935672.684,865083.995,878189.7,686205.737,780670.443,938783.311,764338.548,700215.133,696025.181,705322.303,715813.066,764693.417,750572.244,736670.806,689538.344,732998.985,740679.075,817576.307,702027.091,682315.97,655771.862,770849.436
,14,,1013858.407,872098.382,868463.376,1037343.049,910506.488,719362.194,1004309.274,1144737.668,926949.52,1060925.563,902316.406,901106.236,785049.588,870439.943,741239.19,674800.548,793195.394,926895.922,871461.728,882990.488,688709.125,789140.177,934235.929,759803.192,688205.702,684337.862,703130.952,706995.407,762095.516,742660.991,738750.436,692206.057,731880.562,730484.569,818766.422,709737.333,681724.009,667282.501,770499.493
,15,,1012052.976,859725.134,863417.431,1008415.485,874838.35,702013.515,1006805.693,1130594.48,903890.864,1054990.099,877748.25,903931.674,789338.206,864661.781,735243.195,668755.439,797013.605,916467.761,877032.424,880855.946,696459.956,788758.17,933359.928,754161.971,682268.939,674027.416,702834.575,695326.225,758850.244,741221.83,743761.355,701700.605,728066.959,726675.184,818151.749,712003.853,678521.776,670017.61,768957.619
,16,,997235.373,847731.845,861858.807,1008964.702,816998.54,671838.459,1013843.557,1130406.937,893521.815,1052528.349,864704.305,892790.25,788656.419,857337.334,729204.54,675647.99,804371.551,911206.394,885024.564,878436.771,705269.847,785921.16,924126.042,747130.084,679497.278,667190.224,704732.204,683881.149,752078.123,742680.749,750526.627,710994.175,721163.55,729903.477,812850.245,719282.543,675328.719,671112.398,765581.385
,17,,978999.031,827115.132,874808.236,1008179.914,816951.751,672380.247,1006543.385,1125833.279,875757.838,1053241.118,856054.642,880646.112,791654.959,864601.335,718591.651,683006.368,806068.06,898891.898,892971.413,869724.901,710859.845,789755.937,915391.735,742476.28,683298.295,655570.252,706048.688,677313.066,747855.093,751505.344,754560.954,721920.455,712492.059,737813.903,806885.551,722737.238,674663.257,670024.944,768327.512
,18,,982459.299,839758.21,877016.317,995364.779,810180.124,670389.99,1009729.596,1109497.034,860411.219,1049429.294,849630.548,860721.485,791663.799,872565.931,706538.2,699122.648,807158.154,884245.827,886775.501,862670.176,711446.99,786642.153,910359.894,739473.274,687550.05,647475.971,711804.72,673973.506,745820.377,763274.919,755811.3,732427.355,705460.508,745350.907,800005.03,726058.681,680330.011,660286.849,769189.453
,19,,978490.001,844394.817,900067.459,989898.823,799320.414,676560.037,1022010.653,1092102.962,851250.849,1043505.909,849902.304,838813.229,791307.614,883093.56,704327.081,709388.737,808323.928,867338.917,888870.949,851353.545,707478.003,785658.601,912665.716,742109.603,695049.971,642108.145,711241.743,667872.594,754129.837,772275.725,754926.416,738469.047,703392.388,750218.404,797287.433,720769.54,685239.742,652784.096,767730.253
,20,,973620.332,843200.655,923438.419,972122.552,797229.585,681181.977,998184.956,1087000.392,834967.063,1035931.483,856430.851,828453.154,787973.571,889115.693,704697.283,717638.858,806071.992,845831.643,889404.22,839309.31,697582.029,785193.384,912481.914,748439.749,701074.126,633515.321,709417.23,662933.017,765289.712,779220.026,751162.759,742281.685,703302.838,753095.845,795525.075,715256.55,696620.908,649424.063,765097.263
,21,,976630.414,852928.348,939038.832,953152.26,792079.304,671687.812,983317.792,1063398.021,816058.737,1029176.453,856140.592,827102.809,794288.191,890245.144,709785.757,721180.628,805013.956,828935.541,888048.56,829406.018,690275.239,788748.596,910336.389,750543.095,711729.719,622737.496,711463.581,656615.993,781424.246,790393.137,745811.408,746987.38,705897.072,753510.883,791091.106,715857.14,708875.8,648339.9,760052.391
,22,,954727.193,873009.047,958204.702,938561.495,779689.869,670799.807,985231.733,1036754.05,796512.36,1027377.146,851685.583,827972.965,797535.482,883893.24,724361.658,723559.767,814696.565,822846.675,879537.394,821571.06,685193.382,793027.282,912376.377,751620.995,715580.99,612310.254,714893.419,652124.317,790091.625,796546.77,742096.238,751677.697,708268.813,752304.346,784959.459,712243.533,720388.446,651176.286,749218.095
,23,,937400.873,876991.388,959154.615,922974.987,783374.84,673098.674,969796.59,1038191.969,779909.549,1027615.233,851597.994,835214.248,802961.155,877734.244,743060.048,721526.391,825575.454,818513.994,880947.874,815836.376,685779.783,801453.278,907187.514,753455.169,718609.289,600991.1,718582.387,646857.33,796106.454,804466.926,740886.167,756766.587,703704.772,753776.986,775330.119,708410.804,725534.849,660408.391,745615.906
,24,,946241.844,876388.588,965647.051,923589.972,786261.763,665197.946,980724.271,1028630.544,761785.294,1030024.714,850259.446,836907.079,796696.531,864839.969,763497.176,724157.742,831565.044,815878.792,880782.464,808009.375,691382.641,810368.794,896147.6,752354.92,720029.446,588026.379,727452.977,636073.796,795166.442,805798.434,736347.316,757696.946,702108.3,759432.408,762673.938,712880.228,728044.446,669027.955,744276.397
,25,,937422.27,894176.717,966287.046,917099.954,784331.209,661752.906,995819.625,1038133.831,741478.195,1030024.908,847921.229,835334.819,792555.791,843869.559,782713.523,728345.731,839262.567,816662.472,885183.743,804473.235,701249.55,820877.527,886132.151,761442.078,722188.815,579234.736,740094.564,626231.97,784957.485,804663.954,733645.716,757998.431,694001.181,764141.858,754211.891,716469.738,726708.635,676065.674,746263.368
,26,,937612.014,892349.99,964310.74,919024.421,785607.443,666279.618,992283.869,1049104.107,740270.281,1031645.374,848002.652,836343.76,783137.169,828075.248,795147.773,726923.795,843379.275,823314.301,893345.693,798415.761,708617.283,830511.649,877336.257,761166.471,721303.964,575595.15,748934.072,618124.862,769801.052,799890.28,732268.838,761366.661,685788.045,766895.614,752536.213,714843.608,722018.301,679780.987,751989.732
,27,,950957.645,881939.762,960350.874,923846.65,790167.332,675822.005,993895.996,1041897.447,731695.62,1033213.597,853214.027,826213.194,772669.783,813747.192,799595.994,725061.216,838641.353,829399.722,908681.582,792083.536,710856.235,839000.318,870146.114,758824.962,722631.517,576477.149,756723.308,612112.239,758277.829,794067.314,729858.331,764686.768,680474.784,769038.943,758909.061,720622.218,711661.664,675958.71,760635.041
,28,,956407.489,863849.361,959999.091,926891.024,789878.608,674884.803,988025.454,1042312.268,735631.619,1033369.168,855762.341,810927.182,758858.629,799260.49,798700.694,720135.992,835656.719,835303.334,911864.39,783210.795,713587.654,845854.759,865555.37,754925.695,721524.689,579998.184,758338.728,607686.204,749397.766,783630.67,725259.162,757372.708,682321.949,772333.033,767883.524,726179.826,702384.721,669914.914,768941.816
,29,,952649.341,858182.548,962200.815,927926.565,790770.996,685279.86,980748.365,1026017.586,740679.036,1031779.734,857732.149,797509.233,754802.669,788554.77,789614.198,715859.342,835375.632,842117.28,907623.34,781420.624,713702.963,849637.194,866637.374,756136.944,718112.411,585346.808,758389.48,613127.536,743486.158,776202.7,724501.307,752548.054,677796.908,772839.854,771486.375,726661.651,697421.32,663295.364,773522.768
,30,,957488.991,832360.932,959517.704,933390.739,795921.442,700488.377,966715.989,1010456.175,757609.233,1030153.631,858974.708,782824.939,749610.175,787602.685,778884.93,708990.839,834694.881,850860.81,900412.971,773512.293,708728.562,851044.306,867926.671,736568.156,717966.597,590800.238,756249.271,620609.711,743081.66,769646.795,720903.377,750301.199,681231.487,775344.376,773300.119,729109.457,693997.83,656823.395,771285.661
May,1,,967237.734,804193.13,959668.17,938649.43,793715.088,701621.672,957467.804,996426.431,767486.623,1027460.142,861607.865,772419.434,747378.852,787567.998,770286.529,708489.77,836555.458,856439.803,889342.445,769685.216,702484.078,846146.541,866184.739,729913.484,715998.463,597258.02,752299.232,626449.844,747236.033,764055.695,716614.65,747780.767,682282.429,780441.656,775568.047,729907.871,690797.042,648188.296,767234.832
,2,,930861.924,796142.907,963286.683,945271.482,790929.076,704979.118,935053.953,980897.582,781335.749,1021936.56,862764.237,765568.663,746690.355,791302.739,763832.246,709098.464,842250.609,861905.523,873428.331,771906.244,704165.395,840750.599,868919.075,722553.385,719210.404,599202.383,745441.047,627608.435,752181.683,765343.742,714236.094,741371,683564.192,787786.102,774150.443,730459.182,693037.731,640516.167,759063.171
,3,,912639.298,780380.082,965444.33,951417.337,792409.179,710518.619,914438.744,961301.189,800251.816,1016707.452,862842.518,766965.598,753008.77,796342.366,759097.758,711660.696,845286.371,869067.277,865942.979,774762.685,704220.935,834148.301,873899.716,717163.87,724427.594,598669.7,737321.765,629498.397,753464.312,762139.846,711404.866,743279.879,681541.957,790965.604,771802.093,728429.662,694460.589,631588.403,746612.742
,4,,888411.316,786983.349,964864.363,947039.252,792335.883,712742.942,898991.653,945237.673,813801.879,1011832.27,861839.358,775030.358,760307.66,795568.798,751885.078,712429.743,849261.933,879605.861,868329.122,778788.595,702144.95,831686.764,874908.649,709425.191,734676.292,598834.751,727839.668,621991.676,755166.098,763513.741,706922.61,743934.114,683322.577,792684.374,777381.351,728836.716,697397.112,620210.454,740678.882
,5,,849032.829,790116.173,965767.432,948399.335,801317.375,715499.261,879161.861,938552.506,824968.005,1003044.157,859857.896,784403.547,766334.21,789871.836,744563.775,713049.164,851759.213,888943.679,873324.784,784399.225,702678.097,824359.296,875434.729,707798.79,741523.932,601914.734,716005.487,613281.577,751825.902,758227.008,704441.494,742517.069,687081.247,792440.295,777603.48,728078.453,697251.959,607094.067,742095.586
,6,,841995.332,802125.243,968666.597,935487.29,807324.872,721304.761,869444.065,923645.289,827217.401,991812.723,855938.762,793841.515,771556.597,784693.314,740237.381,713819.441,849358.601,900127.113,877116.013,783214.273,699346.065,817530.911,876551.449,705845.524,747170.656,602877.745,704445.094,608381.655,745611.888,752375.788,702784.798,741272.123,694797.094,791325.783,767956.79,723413.684,697001.82,595256.686,745655.893
,7,,833937.846,813166.633,956259.038,923973.141,809598.39,721506.427,859052.972,924698.258,836309.1,978322.452,855413.126,813200.689,774300.869,770749.315,737953.091,712285.611,846484.511,908169.276,879197.037,774473.254,692870.794,814016,876053.463,704801.751,748335.202,602337.91,693474.671,606549.148,737436.171,743535.143,694557.22,740085.989,698352.707,788605.139,753974.14,717792.358,695922.146,585849.986,752692.08
,8,,828034.972,794870.155,949508.745,917032.991,816712.892,721460.83,844902.495,925993.186,826683.046,964606.917,855267.788,826160.963,774531.132,762526.511,737340.666,705410.283,844193.293,916717.637,877008.646,769452.641,683815.021,808899.666,878067.01,705083.896,748074.989,600257.4,687905.19,605358.179,729814.354,742237.902,689106.945,741401.826,702523.047,786093.857,743252.017,708889.343,697337.012,577930.005,761992.724
,9,,822074.781,792210.291,941582.92,906407.946,809771.406,731435.642,833305.007,919474.035,819573.566,949073.212,857000.895,836942.952,770602.606,755308.738,740934.716,696811.671,842374.399,919660.42,874633.934,764673.267,678619.654,802012.625,876791.727,702963.844,742398.913,594967.63,682432.832,612374.057,721805.778,739506.257,684245.625,743240.71,710812.532,788371.041,731873.893,700445.111,695307.073,576659.927,768597.265
,10,,831174.42,788910.867,928587.596,894400.094,805016.93,736647.514,830144.759,916619.966,818000.607,938540.209,857840.091,838973.651,762237.917,754617.885,746343.385,690303.347,842746.893,925069.046,870007.998,763433.896,675903.677,797287.706,873450.444,704115.191,736314.886,586478.286,679655.856,619311.249,719014.763,743632.005,679317.733,742873.077,713487.16,793690.047,726741.723,694549.766,696678.336,585707.992,772770.726
,11,,832801.462,770294.609,936634.579,886768.541,800013.973,731909.77,820212.902,905644.694,811142.814,928654.604,854226.838,833943.511,745265.614,757849.138,750911.026,680591.258,845188.756,923639.341,868843.948,768630.696,682600.136,793935.681,872747.123,705136.045,730073.621,577008.279,674377.461,623655.375,717300.526,746058.935,672435.779,740576.921,710941.382,799335.485,727197.593,693558.783,698563.795,591238.641,763904.579
,12,,841428.143,752417.682,939229.909,881285.699,792948.247,736909.776,826988.643,895064.943,805138.773,916318.474,850524.025,826789.936,730361.385,766663.101,752118.176,671944.287,852118.13,923936.794,866395.53,773924.963,691123.02,790785.647,870853.756,710090.46,727067.381,576005.75,675815.302,623833.095,716707.437,742248.802,670085.297,738282.204,710413.016,801787.23,727523.292,698088.164,699212.552,593395.555,758936.983
,13,,854027.603,749487.924,951456.769,870352.202,779478.705,744957.443,832182.194,887049.856,803992.691,905866.576,847642.598,818695.232,719184.037,768778.182,755382.847,667759.458,858946.052,918783.213,866504.846,776089.096,697921.973,790913.711,866032.802,712893.647,725378.274,576048.777,682448.631,623490.729,716333.054,738510.753,665712.103,731864.412,708254.25,799469.803,722521.409,703929.38,702593.709,594262.174,753122.8
,14,,837286.825,738828.463,964319.517,867089.152,771273.84,741743.531,826809.127,877356.917,798393.799,902044.177,841784.152,808224.547,710724.7,777241.018,760432.361,665216.441,863446.357,917453.144,861823.848,769894.588,698640.587,786373.297,865648.876,714603.948,726921.284,575607.059,695857.277,623987.787,715083.679,736924.522,661232.146,723637.934,702237.631,793789.749,713809.059,709542.761,702919.025,589942.58,745930.148
,15,,831243.389,717086.685,952585.307,865441.533,761475.186,738322.019,828301.56,875864.371,790163.354,903246.909,834047.918,807606.909,702835.498,785489.823,758861.302,664606.219,864710.47,915188.906,857271.317,759019.514,696527.198,786098.028,866243.374,718175.624,730387.175,573754.32,704043.42,622472.056,714957.294,737079.423,658699.455,714941.71,698849.78,781806.545,703086.554,713795.823,704072.626,579981.806,740691.145
