month,day,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
January,1,,1046645.777,719163.117,981060.98,974047.233,758765.324,812931.573,559171.87,910345.38,715301.203,,1063137.704,939918.406,611292.598,799386.617,666198.883,630570.506,701272.839,910104.508,1022119.075,920601.572,698170.644,591604.705,768554.701,714404.193,519267.286,744192.48,574632.473,671551.576,641360.722,677153.424,670062.854,626229.572,636493.921,630541.971,673812.09,623816.282,659024.102,544845.716,498258.542
,2,,1060786.39,749337.073,964951.174,979504.833,740352.036,784671.064,566785.681,904885.723,726048.263,,1066012.142,932400.661,603934.524,795129.246,675645.581,630852.689,712271.23,918549.243,1015013.697,913131.283,711348.679,584832.628,763360.679,718815.987,530342.086,750700.605,578508.531,671747.575,635141.513,671884.174,685409.211,640156.76,647021.967,612910.706,665388.747,629540.977,656758.072,534751.859,500233.244
,3,,1078319.958,763615.565,965825.078,985265.091,759423.237,757009.561,575760.123,928917.005,747903.382,,1078176.536,932531.871,601282.784,784722.243,695201.505,628531.823,727209.871,924630.157,1005593.321,905761.697,716558.596,581010.013,762279.083,722668.524,548450.994,745217.179,596640.076,665922.197,623591.363,675866.367,701371.465,652077.503,657687.387,597913.899,643269.812,631511.436,657578.751,527578.195,506243.511
,4,,1069676.325,794841.102,968819.019,1002545.213,762525.005,747131.501,594130.781,953564.447,749345.813,,1080525.188,929709.764,608074.872,786468.078,707137.378,629239.795,727444.733,923923.752,1006901.499,874537.15,712264.437,579122.571,768118.997,729718.06,564205.106,738947.1,600970.046,653574.887,612697.949,674269.973,713075.999,661591.633,660469.876,581651.487,634426.928,639442.239,661162.683,529488.881,515476.586
,5,,1070728.338,790153.863,970488.274,1013762.746,765487.647,727762.714,606442.701,965036.729,749886.529,,1076988.768,926656.663,617440.366,789683.709,710817.406,625432.03,724098.746,917315.827,1024365.982,860139.434,717502.975,577365.214,779057.794,728729.284,585512.055,733139.773,601251.249,637634.59,614568.46,678112.146,721685.521,668549.357,669879.871,572010.011,627745.959,640876.366,653969.089,532486.969,528188.394
,6,,1050657.661,786475.968,970699.835,1039152.839,784489.286,717193.824,613077.415,982480.431,758544.762,,1083013.743,925646.034,621125.202,799841.658,713205.491,625084.605,720765.566,908615.493,1043126.748,849818.443,723959.632,589492.052,791790.724,717964.114,606950.149,729493.8,591943.115,617293.196,626369.941,681730.812,728332.457,675256.004,682989.096,565113.71,621313.948,636943.957,646976.079,551286.85,538112.046
,7,,1031452.683,790106.727,990185.189,1063519.242,774689.878,711715.714,628609.471,986622.84,764045.952,,1079538.373,924425.102,620077.153,798448.891,721416.271,639612.364,708021.794,893178.067,1058834.129,840253.418,730604.219,596402.595,803301.565,714985.543,624999.953,725668.996,585520.843,601650.641,633615.926,684774.964,736086.64,680296.749,688595.775,566525.799,626360.41,626105.401,640808.734,583450.137,541103.511
,8,,1022581.589,789073.815,1001491.341,1087603.692,763251.997,713028.368,645943.129,991444.476,773799.953,,1066765.301,922192.168,623612.367,803005.227,718127.988,650002.676,690198.356,863173.737,1080531.505,833041.829,735696.761,599491.389,815923.909,717583.745,637283.858,740292.416,570267.276,597553.108,642071.148,677735.408,739952.166,690905.111,690784.834,568665.921,632321.78,613578.134,630524.637,590452.661,544347.628
,9,,1007677.853,781788.854,1001880.285,1112852.81,768238.234,705854.861,653478.645,999859.909,784584.592,,1060838.304,915190.907,617118.05,810541.001,712426.497,650932.374,687944.109,839279.387,1103175.361,838773.326,739838.939,597500.301,827516.547,717845.238,650397.342,745550.716,567874.707,603814.873,643213.905,675767.344,742886.95,698065.061,694718.655,570224.839,637844.41,600466.024,612570.316,588448.482,545615.959
,10,,1020811.288,782293.588,1015907.036,1128648.03,766650.886,714753.659,652809.891,1005799.218,759081.856,,1075903.852,903367.745,610743.367,819803.023,712541.379,668444.96,684873.039,818029.452,1111411.794,840958.567,740216.152,595156.174,841405.359,719100.522,659399.091,742953.027,568989.429,610916.805,647141.659,676524.031,743974.734,702228.308,692351.178,568147.64,644019.323,596353.056,603456.063,588920.485,547186.96
,11,,1025958.779,768739.056,1007317.371,1148005.532,768736.84,724102.466,666041.415,1009483.329,750692.171,,1081259.224,885534.482,611013.996,817959.604,717258.369,681757.666,678919.68,801655.348,1117958.667,846686.075,736029.297,584375.423,852976.68,736531.483,666635.214,741148.298,572868.901,616211.936,646087.605,678593.479,742834.711,707659.203,691219.782,571060.025,651936.101,595509.341,595583.489,580452.655,547514.2
,12,,1044956.607,754424.462,996398.109,1142564.939,775559.728,722907.274,673662.243,1016771.165,752030.7,,1081773.973,870957.739,622695.203,818477.672,707395.014,677950.679,682832.924,784250.019,1125337.755,860885.275,737026.679,580394.385,868260.456,750690.08,680293.324,732200.341,575964.803,627577.77,647566.675,684714.302,738145.233,713483.518,690037.011,585082.133,654257.92,603106.729,591780.374,560371.801,556499.564
,13,,1065015.211,753455.499,973623.372,1145961.112,764204.631,726534.073,670188.142,1021450.252,731392.072,,1077654.066,850723.1,643347.567,811743.602,698107.364,676887.733,689612.048,782962.716,1127940.728,876885.62,729241.623,581483.367,876555.17,778221.699,686361.526,711407.83,592024.826,633488.414,649752.003,697041.042,741768.16,717724.341,686946.145,591410.208,659265.664,610842.087,591256.272,566608.703,559509.942
,14,,1074146.341,746573.784,959105.971,1141734.529,757201.592,703114.014,684345.938,1023829.989,752485.162,1002468.569,1075238.716,841203.281,663121.455,804591.577,700061.718,683058.436,690532.785,780121.026,1125080.112,887470.983,721054.984,592308.035,873750.79,783539.156,691520.543,698552.117,603256.534,629685.344,651511.603,709452.747,745589.955,720802.898,687232.242,596878.362,663414.178,619248.115,593100.413,579756.614,566417.52
,15,,1087680.433,752991.318,968167.407,1132482.559,783252.586,688395.393,700782.715,1024410.339,774689.551,1013875.539,1052613.066,832131.305,676953.775,793895.122,709511.547,683705.451,695245.636,778871.674,1117871.96,904897.475,704738.322,602832.35,860830.419,792592.789,692874.37,693773.957,609441.8,626739.453,647321.892,719109.775,756413.112,724732.237,690482.685,610700.314,666938.095,624635.633,599743.904,597032.759,569547.038
,16,,1075621.025,758671.98,957182.089,1146181.427,788424.506,685047.831,702520.589,1028189.732,786856.779,1012869.249,1038698.695,830699.354,686300.683,800208.93,711937.487,685925.39,702441.433,774570.432,1113044.894,929714.09,684888.557,618719.218,852878.315,793664.804,699565.295,689434.326,616414.127,628159.482,654249.808,730463.106,766537.305,721025.958,688872.465,621416.925,667693.23,633291.968,608535.22,613031.857,581907.959
,17,,1071955.405,778420.346,996783.23,1153430.265,811324.369,667313.302,709328.934,1024063.698,802931.289,1008110.483,1036283.773,834949.775,683589.461,805854.103,721450.792,696719.936,709380.467,774597.397,1110144.881,951504.857,661014.076,632646.426,838147.006,788160.933,695155.557,687738.706,613355.167,628513.55,650446.896,741862.192,764644.298,712105.155,689191.379,619840.69,664525.468,638184.33,611982.341,632946.056,588212.392
,18,,1064659.912,791871.732,1031137.896,1136886.853,846239.336,679668.232,720708.161,1020691.335,809553.499,1008440.365,1036229.232,850381.403,673700.717,813874.396,739396.857,708726.084,715316.826,766677.716,1104475.802,970553.614,642027.51,644308.058,835068.128,766608.722,700340.828,693316.815,591082.402,625288.587,646069.409,743330.884,753068.967,699176.954,694392.063,623782.373,656264.869,642949.532,621622.154,647327.175,602188.125
,19,,1050785.567,808973.501,1026581.41,1138689.598,842890.97,691365.401,724731.477,1001114.485,816994.578,1009095.899,1042011.634,865615.972,684279.186,828027.224,759029.266,708658.559,724893.823,762092.921,1107723.384,995129.354,626638.09,654542.7,838664.477,761235.892,705828.354,694417.485,578757.587,624027.756,641857.306,743655.15,739757.755,692944.487,691374.851,628143.684,649259.038,648015.509,634724.038,656501.98,615587.584
,20,,1060134.576,830547.058,1046726.977,1118094.687,846659.168,713565.61,722860.231,988886.209,835520.835,1009520.128,1055843.509,885821.689,686600.409,831260.018,776263.762,703018.003,719660.101,760560.404,1123303.285,1026669.258,620290.563,661141.243,843411.628,759188.593,713529.183,704058.147,569190.861,618522.562,642680.95,744419.272,717184.06,688548.738,685104.223,627046.86,644680.991,651566.077,639334.696,659250.527,639721.2
,21,,1064450.76,818884.42,1027522.666,1090352.448,857820.885,731172.061,731292.179,990262.325,847685.636,1010841.37,1073595.135,895349.154,694790.386,822654.667,788391.994,691550.02,711939.405,769824.06,1130727.283,1036340.823,620986.333,667298.73,843725.193,758234.507,721958.833,704903.807,563028.163,604631.298,637053.306,742578.954,692951.754,684879.409,684932.093,624237.782,641818.508,650269.168,642178.099,663085.126,645854.025
,22,,1067320.334,819368.092,1003291.243,1090683.378,858169.279,728707.534,716093.701,977487.673,865361.957,1015429.204,1092255.637,888001.44,709388.736,820173.99,800542.056,673241.898,699214.561,778720.148,1137218.847,1035862.276,620064.544,675692.977,842504.003,755284.009,736792.233,703814.564,568381.699,584077.22,645708.587,741506.974,681292.64,676213.74,681529.917,626797.878,640715.547,647380.788,645439.256,663744.076,650304.142
,23,,1075946.038,815081.803,1008414.9,1084125.052,862119.937,740872.254,702407.243,975062.818,886643.976,1020969.041,1112771.013,871927.878,731373.608,823646.031,817102.547,661201.03,684235.732,787220.817,1143635.857,1036998.22,629540.276,687074.881,840429.437,752811.486,754832.204,695771.974,586862.084,580525.089,658011.239,737732.622,678158.318,668163.738,674405.602,625666.745,643149.461,644713.975,645401.041,662789.528,649360.411
,24,,1089644.709,801034.185,1003888.13,1084040.625,875082.787,709004.285,698168.371,981613.834,900670.871,1025706.739,1115139.592,853306.229,738262.482,821518.995,830065.899,658123.178,672107.132,796650.598,1139623.861,1033711.626,643614.971,697008.095,833653.343,756038.196,763290.073,703555.515,608183.737,582248.383,676685.589,735756.121,675021.131,656527.929,676954.514,624943.085,647140.99,639476.729,636211.078,659141.943,646256.104
,25,,1095050.766,814347.923,1014624.673,1087608.504,852178.253,684523.414,687693.687,991734.911,914719.632,1029169.934,1104788.742,828834.756,754235.859,840073.335,836100.897,656503.119,674798.357,804097.944,1126039.132,1020684.399,652746.611,709302.408,821365.341,754536.115,770412.443,696329.007,627987.413,590225.927,698790.41,733659.26,672838.15,646023.818,685442.687,622907.014,652399.979,634750.799,627310.931,653143.658,627729.013
,26,,1100347.582,823742.313,1027379.988,1088546.944,838195.219,674580.514,699490.374,991095.087,923358.171,1039353.812,1091312.659,814684.79,756678.138,863644.183,853223.454,654047.056,676757.682,810824.247,1116277.509,1024331.665,660113.412,721192.429,807739.084,759932.885,773845.755,700850.278,646996.943,608122.025,720176.495,732384.454,669583.668,643183.782,692583.908,626459.029,656159.933,627778.257,613961.559,645103.203,618986.917
,27,,1113991.632,828366.428,1035554.849,1087147.798,833599.845,649981.531,706387.188,985757.746,934679.957,1051853.274,1074338.157,796657.987,757570.596,886001.998,870041.764,654133.84,686621.579,820193.406,1114838.54,1035108.911,669365.375,732152.304,794244.485,766070.908,774078.324,711429.232,664252.309,630773.985,738959.152,727330.581,662483.173,644256.742,704510.826,623423.954,665000.303,618785.543,596553.926,620481.821,610666.3
,28,,1118774.792,839295.03,1044001.167,1102782.885,815389.142,657230.699,720522.859,993530.064,943471.631,1060127.726,1055370.01,788527.994,748107.553,918908.275,871744.31,656636.298,692915.97,837542.563,1117237.661,1046607.258,674725.602,740864.779,773584.33,773465.582,768243.305,725480.328,678641.399,649242.849,750276.722,727664.088,648028.465,646265.791,719701.81,625406.065,670134.507,606654.875,575803.242,601348.241,605546.003
,29,,1119641.163,852015.174,1068020.265,1112238.443,817081.252,663211.874,735938.974,976286.452,950845.115,1064786.873,1048527.12,781978.641,736459.632,938857.039,869672.1,660262.41,697806.699,858366.132,1123760.771,1055230.789,678971.89,742921.098,759643.016,780402.67,771678.666,736587.942,682266.32,670020.422,751684.456,727316.856,635587.518,650904.014,736930.675,627291.844,672782.933,599873.556,563578.964,583561.824,598494.62
,30,,1130696.839,857535.061,1083981.517,1124337.843,822437.286,658184.858,742127.093,958441.147,954565.125,1062575.595,1053454.97,785326.116,731690.418,947533.896,868963.64,662290.457,704337.683,876259.968,1143384.061,1058767.737,678551.694,745108.958,753746.385,797394.965,775040.342,745124.246,687254.136,677801.084,749228.712,728742.423,628926.174,656560.845,748989.193,628209.745,673360.466,593946.575,558057.167,571933.713,606037.151
,31,,1140574.651,878186.603,1107251.036,1141294.853,837303.205,659929.93,751648.767,946529.459,961530.062,1052463.269,1063796.035,785263.277,735267.461,955563.792,862061.104,663956.1,709139.295,893759.272,1163662.926,1061372.223,676095.83,742338.342,748991.253,804357.256,771175.892,753484.261,684745.733,679196.291,743720.581,726744.778,631602.148,656545.506,753838.828,628217.405,675998.26,592236.779,561091.493,562288.478,624491.107
February,1,,1118891.873,898472.574,1134924.267,1154296.424,843750.259,659673.827,768188.177,932252.658,965164.418,1044519.287,1067828.743,791466.846,740505.565,964499.998,856164.004,664151.903,708823.859,899089.588,1173015.823,1070208.575,675131.388,740161.477,744749.576,820222.106,767038.923,751767.681,680480.528,683538.617,731789.185,729671.961,646056.653,657990.269,749436.299,627858.977,675914.24,594100.15,571305.898,573611.992,631059.656
,2,,1114167.254,894478.435,1114664.737,1164418.105,850316.518,653646.223,777885.165,942475.635,967219.138,1032766.069,1073259.448,779554.276,734723.445,953463.476,863695.812,656085.972,729555.91,906705.52,1176485.698,1073038.421,670121.311,733040.249,742684.093,829170.794,761311.802,749262.962,671168.405,679142.895,727914.794,735734.07,670749.126,659751.103,739950.136,629654.443,680053.521,601818.997,584184.598,578047.53,633481.299
,3,,1085170.928,902989.921,1113967.875,1148224.762,865242.04,659094.917,785467.06,942813.837,965433.332,1017697.192,1080109.782,765509.861,733737.044,955160.594,873189.413,645537.378,740570.37,906064.387,1178063.49,1075038.917,662326.826,729761.236,729571.936,828655.264,742887.101,742432.888,666884.853,669701.667,721843.367,739189.311,689452.44,660082.796,724491.002,627199.817,683630.355,608826.78,596226.545,583657.354,638942.35
,4,,1051352.297,914928.689,1102064.361,1148068.822,892444.921,664576.964,800948.924,948841.737,967147.425,1005707.659,1073665.218,751175.367,718676.64,967537.357,885438.188,637030.444,738479.599,907718.535,1168012.293,1075311.876,656112.926,734321.918,720795.817,814319.378,722830.518,740180.637,659821.43,669521.786,713396.092,743716.038,700823.614,658556.738,699453.258,628741.188,689402.768,613762.172,610394.171,595346.608,634747.171
,5,,1040200.471,912648.191,1076201.505,1126488.911,905149.859,658559.024,801295.663,961909.563,951271.98,1002278.689,1059560.144,736488.776,706101.863,972283.469,886877.909,638859.993,740937.855,897465.7,1159899.997,1065284.704,648615.298,732841.275,713246.806,803537.686,708873.854,734387.575,663515.547,671239.393,702527.316,748591.671,708146.849,660569.724,677302.018,633615.144,695372.999,619216.41,623715.371,617665.63,617625.201
,6,,1022537.548,927164.895,1065508.954,1099583.584,903961.768,658257.726,801309.996,963542.468,940691.406,998269.552,1052123.721,719420.966,692691.459,990225.076,874369.731,641044.838,744041.902,887777.184,1152776.767,1047458.385,642440.199,728651.128,713612.274,781299.115,691469.182,738273.329,675467.459,666392.635,696783.927,745298.292,708796.872,666127.207,664570.033,638433.206,700034.306,620069.058,642258.262,613736.209,612656.642
,7,,1015915.966,947502.265,1061190.594,1070563.612,924218.134,655053.604,795960.645,963852.908,930420.896,993758.047,1042593.609,720795.169,693132.438,1004530.364,857182.932,650272.088,735216.683,868139.888,1149540.169,1016541.913,641633.948,727626.559,719693.591,763572.05,671713.895,757144.522,684282.803,669199.395,691738.691,741150.997,704733.587,673028.708,657330.661,641208.785,702707.448,620616.601,662070.195,611032.68,608363.561
,8,,1010284.81,945215.873,1030046.697,1047926.38,922198.53,647584.253,793625.544,987295.021,914700.484,990394.28,1037496.526,729002.585,692447.66,1005243.481,846929.252,660560.89,736828.091,847629.927,1143085.904,987901.506,645128.128,724193.66,742851.054,751867.863,654808.781,771772.786,687883.192,669912.977,693864.64,742132.807,707145.961,681868.104,656121.567,649147.921,715077.597,617865.591,682083.926,607585.892,597761.184
,9,,1035639.81,948420.698,1005941.379,1032569.059,909872.454,643881.427,805736.662,1000493.764,914225.336,985534.486,1047475.01,746825.039,701653.761,1001022.347,839932.403,664437.685,749603.32,822347.823,1134022.238,951590.013,662716.25,718605.272,769565.984,741165.203,635684.251,800206.168,693149.008,672875.478,702388.181,737634.246,711845.36,687839.353,661946.04,655429.875,720145.846,619745.843,699590.04,596172.968,589901.68
,10,,1044511.305,943284.773,999301.587,1007189.044,931293.212,642560.568,807610.422,1019350.419,911577.459,978846.649,1055496.107,770496.071,714668.577,981800.602,856933.37,664807.75,759703.871,803819.596,1132005.235,917049.619,683325.637,712743.028,797612.404,732329.454,621579.18,821810.336,687080.385,677768.265,718655.669,735604.67,714818.159,692713.944,663310.466,659637.124,722108.531,621653.841,713787.177,574475.704,585425.104
,11,,1081018.523,936828.008,976890.454,995895.229,946147.026,655051.371,806869.091,1045621.489,916887.014,969580.037,1053269.774,803608.215,729495.673,939464.424,864366.907,661257.764,765176.057,793137.188,1119603.158,885458.637,700692.588,706619.094,821887.368,732902.787,607420.622,836547.602,675011.443,683135.349,728940.644,738153.776,719653.823,695591.727,663946.032,673555.856,717842.936,620578.642,718389.723,574587.214,584384.444
,12,,1120191.384,952384.424,975315.507,987581.009,975158.377,658254.377,817672.664,1037433.415,920390.583,964035.358,1049530.727,823051.763,741209.505,907192.013,862557.88,657427.993,759355.265,797979.113,1095245.376,867434.701,710731.021,697965.594,843151.859,740419.326,596297.212,834418.848,669410.037,685663.683,734750.115,747956.667,724202.681,699725.058,660949.687,688126.452,717969.779,621284.312,724029.864,581323.858,589641.685
,13,,1133226.827,958255.091,979093.808,1006859.002,1003657.905,668216.178,814615.359,1039060.499,937119.26,961442.458,1043223.607,822876.199,757093.329,886655.818,848135.97,653153.071,754808.264,810136.851,1079075.618,853980.623,714958.948,697655.733,852435.021,750765.285,593506.343,835339.606,665248.048,691231.909,737461.264,752181.447,726734.437,705064.38,647680.682,705159.154,708721.107,621681.17,729994.968,592422.617,601053.212
,14,,1156665.336,969374.388,961767.568,1009361.295,1031022.089,684086.379,806943.589,1002498.114,949041.369,953612.49,1037192.006,802773.985,778383.389,859099.028,819711.067,655606.476,751154.72,828945.161,1069915.709,852020.033,712019.123,694230.45,853993.223,765262.164,593507.747,827132.442,663488.109,701157.885,738420.801,751457.008,728835.001,714369.03,636199.194,716791.472,707899.838,619425.539,736063.77,599059.735,613465.233
,15,,1158049.087,987555.12,949640.351,1018752.3,1059465.769,697287.454,817731.107,975215.307,958709.44,941072.946,1040920.087,773288.968,795836.76,850869.524,794762.8,663090.143,748962.668,851505.072,1057437.212,855828.483,708089.191,698257.471,855280.878,775502.597,591732.401,825191.805,669902.015,694312.379,737937.026,752410.391,731237.062,720044.159,630573.574,726030.822,709510.682,616673.695,737973.978,603644.686,625623.148
,16,,1160057.151,986444.494,925929.497,1041474.65,1007464.036,705914.693,823903.446,983346.012,974311.097,928846.788,1043514.097,749340.302,815683.198,852754.701,791803.718,682471.818,750169.601,860998.709,1059131.608,858072.66,706141.927,701414.7,864014.425,783918.386,598558.314,826154.214,674949.774,692879.105,735710.42,754796.873,725143.728,721437.228,624455.628,729364.78,717563.31,620804.487,729653.187,604525.571,637305.659
,17,,1148897.676,987918.112,902811.439,1051069.34,994605.515,708067.313,835642.284,964490.384,994192.388,915709.701,1038773.356,737870.576,835689.895,844863.191,807037.112,707660.762,759633.185,861212.603,1066043.323,865336.31,708931.326,704825.981,868003.595,785148.663,602170.236,827386.974,676691.507,694039.49,732595.9,753364.982,719977.303,723827.062,620276.96,729215.074,724984.795,622419.416,720714.567,608338.293,645813.853
,18,,1143697.658,978142.146,905128.854,1053896.515,968148.472,718031.079,849213.052,988228.842,1006000.276,904617.384,1037903.834,738005.375,849337.151,838406.835,830710.502,732433.919,764019.057,861014.185,1058177.001,872992.726,716386.224,703807.986,872425.47,782706.077,600472.362,830808.911,682345.278,682804.66,721865.394,753491.24,711665.817,724249.207,628980.397,724571.797,729311.306,627581.095,709395.539,600187.02,651465.335
,19,,1123253.64,971406.728,894135.736,1049555.117,909347.48,708637.406,822001.735,1017656.591,1019580.172,903075.611,1025170.084,738930.847,856521.422,833352.65,861865.752,746499.132,764589.016,865421.087,1037234.852,876299.564,718044.796,705510.103,875693.087,784402.276,601883.61,829129.548,690670.295,663020.147,711606.21,763640.959,707777.894,720936.219,644383.714,726859.067,731051.365,633998.557,691557.196,598317.742,658494.862
,20,,1104472.165,974247.229,901953.644,1055565.521,942864.923,701111.306,813349.531,1025931.733,1040347.468,903370.573,996828.478,748481.005,857026.863,823004.162,884028.358,742896.01,765363.08,873421.976,1007220.692,875556.667,718414.49,705673.301,874790.305,789837.946,606928.48,833984.456,700659.736,664259.128,693953.613,770812.362,708273.501,718998.998,658952.189,727814.607,733063.727,640286.407,680813.918,592243.217,660065.557
,21,,1083729.297,969259.223,913676.573,1057597.168,962567.099,685211.686,807916.415,1039093.889,1055918.53,901110.899,975086.964,749778.443,845814.818,811007.997,902478.195,733683.5,763223.293,892309.23,968841.788,881355.229,711395.602,705425.042,868267.049,802396.16,613711.353,849575.975,708343.058,664611.973,683487.777,774323.448,718651.514,722343.528,680350.031,732330.922,729709.773,646557.579,686366.037,586139.003,663269.624
,22,,1062304.582,955553.156,925536.798,1051266.392,989916.142,671631.252,782314.643,1045531.468,1066900.311,904372.461,963252.7,752751.751,834252.931,811534.381,918042.696,720013.488,756530.56,908351.644,928161.263,884584.813,708626.486,705997.983,864709.45,811316.921,622996.368,861916.823,715584.282,666038.301,673048.297,773794.091,724742.002,725799.042,694574.795,735025.837,722453.489,655027.311,690061.684,576654.995,663120.445
,23,,1090622.142,954034.626,933423.355,1070704.611,1027257.019,671435.679,783501.918,1050444.323,1066026.141,912662.941,951014.485,754411.851,832992.993,815165.762,918338.952,713140.478,756813.838,923980.756,892891.27,889531.57,703052.536,695403.459,865964.694,817997.418,643616.722,876882.574,726787.994,676117.769,675425.399,772129.112,737517.868,733658.273,706907.379,738832.835,719180.088,656944.687,694864.698,577963.088,658414.274
,24,,1094750.41,944210.933,931305.563,1085620.756,1023174.735,662228.489,791463.326,1063327.773,1075669.229,928684.429,946691.735,770592.959,837506.048,817519.598,915940.1,715628.163,758670.549,928215.874,873281.548,902064.218,694393.284,689657.802,869320.491,812617.319,659495.992,891986.167,739491.19,688921.18,676679.221,769528.638,744647.889,735314.573,708074.791,738483.042,716001.476,658620.435,704460.82,579179.44,652848.724
,25,,1111587.275,926352.285,938163.615,1118422.024,1029812.198,682392.633,787568.723,1073750.65,1073292.292,932268.508,951121.789,792882.14,853951.243,824298.904,898137.68,727968.191,757618.307,922934.491,863987.277,917065.699,689115.262,683989.165,872638.627,806703.478,666855.479,897528.935,747836.092,700613.887,682055.558,767145.516,744355.917,734958.608,704783.462,737887.875,716365.931,662671.281,713543.718,582323.795,651103.313
,26,,1146259.133,923582.812,913338.846,1146802.806,1031669.731,696882.727,782827.993,1076095.217,1066408.11,950497.937,967097.154,816738.022,860607.07,828921.16,879423.168,741312.22,759584.963,918942.022,862445.067,928592.365,678735.736,677312.527,869303.798,788807.145,667076.608,887731.063,759897.927,708724.722,692413.594,760459.034,744667.502,733868.407,688730.897,734680.281,714926.297,665500.813,719571.31,584314.973,638114.6
,27,,1151504.567,921303.707,895379.645,1149173.206,1025197.483,727390.169,794022.672,1084939.513,1076522.98,970482.144,987122.142,836387.063,864440.152,817840.354,851982.96,751683.296,762385.51,916150.469,880111.603,916277.031,656845.641,664458.421,864432.064,773457.855,682440.662,892974.166,775807.833,714455.991,700550.65,751537.617,751966.842,727386.859,686714.812,731241.876,711183.055,661947.838,717585.315,587014.51,624218.044
,28,,1153628.221,950480.874,883821.174,1168969.285,975605.447,755562.988,798095.774,1098775.769,1082645.569,990300.781,1008519.583,860467.515,855050.721,809329.05,842067.594,759552.702,760533.576,915298.43,931385.605,891574.228,634354.182,665783.662,862531.076,767125.397,688196.154,894923.514,786987.412,720799.437,706819.575,743390.398,757480.849,714385.815,681658.602,725632.358,709930.168,662027.068,711842.355,591017.778,618070.398
,29,,,963439.537,,,,761925.17,,,,1006463.194,,,,794422.181,,,,913717.86,,,,654382.935,,,,900822.477,,,,736837.344,,,,721439.652,,,,590915.235,
March,1,,1144258.745,980425.984,862196.771,1155710.09,955903.087,781527.295,788183.868,1103616.318,1044198.578,1043794.613,1033738.155,880309.614,842381.766,780074.433,833785.287,767367.55,756010.531,915281.981,956629.355,864373.828,619937.022,657091.667,865396.552,776522.842,688478.552,900509.086,792118.205,729217.354,715790.883,731287.677,769834.135,706113.48,679568.58,720720.219,710768.471,664927.73,707067.872,586866.599,614683.775
,2,,1143757.614,1011617.042,870039.737,1141552.855,909937.418,780756.311,792386.044,1115992.041,1032028.659,1066314.891,1065059.834,894162.369,821484.371,770714.333,836319.156,772379.231,751079.178,918302.524,971361.181,831167.747,602460.049,662056.561,872312.425,786082.849,693410.841,904102.31,800024.875,735271.377,724973.558,728898.58,779606.289,703708.284,687173.345,722534.937,710485.834,666129.981,694176.814,591593.712,614755.531
,3,,1120054.384,1013756.91,873214.951,1132778.15,847213.729,776931.94,788193.596,1133595.885,1006256.563,1085352.38,1090674.959,911745.336,807845.159,763343.583,846406.065,772861.206,744606.292,927019.314,974778.451,795192.818,595978.017,674824.612,886458.559,799700.657,696535.14,889452.032,804652.199,741936.93,728678.088,729903.895,779875.524,702863.938,703595.094,718253.615,719155.641,666295.595,682931.937,595060.18,623820.138
,4,,1099083.858,1016217.761,911767.84,1122210.221,842824.837,772824.053,774084.38,1117584.994,961008.485,1098809.219,1113645.422,927146.192,792390.802,753418.122,850213.239,774396.8,744371.516,924399.44,966894.822,782435.175,600630.827,685306.629,893723.307,815918.442,692794.167,866140.136,806102.534,746758.31,728738.095,734289.086,769439.274,706216.82,714009.685,714012.235,729271.949,669032.177,676341.674,594968.868,639247.117
,5,,1095277.263,1022282.963,937299.644,1130160.534,826026.567,771911.312,761251.011,1113153.35,973303.289,1105374.521,1131886.539,932207.699,783994.223,750904.544,851260.021,772169.593,744596.677,929898.811,919856.383,786136.863,607931.321,695361.519,896587.951,819445.053,691273.892,847287.263,810374.323,753085.156,728461.805,737324.363,760278.248,711726.208,725093.745,714636.765,736232.481,671554.139,671571.991,597974.513,651785.081
,6,,1080155.999,1026225.006,957162.154,1130644.951,845134.614,774387.683,757696.488,1099259.832,976302.635,1104142.457,1144338.525,922952.175,776254.676,751520.035,851723.398,763115.742,748322.571,937174.012,891021.165,786299.246,621166.543,699073.011,897452.026,808761.033,693838.489,843139.207,813269.119,765796.457,725415.452,740170.566,752016.637,721041.568,735633.906,708473.149,738772.785,667412.363,668182.776,603163.297,662736.936
,7,,1080568.192,1032211.324,992880.397,1126900.842,858698.881,771974.353,752010.339,1078518.006,958605.225,1103493.574,1139169.539,905838.474,771295.842,755063.382,844556.452,753400.286,746589.301,935756.946,878794.278,799766.768,637403.798,700400.288,899018.797,801489.164,697406.621,841782.877,811303.643,765840.165,716143.949,744443.723,746077.415,731331.113,745934.368,693968.398,736885.76,661407.852,665558.176,606789.661,674950.985
,8,,1084528.326,1039298.664,992334.685,1132736.894,889069.092,770699.525,738111.158,1085010.02,960551.651,1098657.279,1130757.833,889141.943,784967.218,771491.971,827401.751,748078.492,744840.803,934877.979,877137.018,826624.778,652920.454,699268.698,893971.909,797644.784,702952.211,849724.907,811003.649,759963.868,707042.419,745662.606,742611.401,738015.6,747604.27,684202.11,730195.813,656979.414,660622.933,611855.392,684304.831
